filename,runtime
mmp_syr2k_M_0,0.0036275
mmp_syr2k_M_1,0.004487
mmp_syr2k_M_2,0.0039415
mmp_syr2k_M_3,0.007574
mmp_syr2k_M_4,0.001607
mmp_syr2k_M_5,0.0039905
mmp_syr2k_M_6,0.003458
mmp_syr2k_M_7,0.0063219999999999
mmp_syr2k_M_8,0.0068909999999999
mmp_syr2k_M_9,0.0039415
mmp_syr2k_M_10,0.004047
mmp_syr2k_M_11,0.008189
mmp_syr2k_M_12,0.0065785
mmp_syr2k_M_13,0.0040339999999999
mmp_syr2k_M_14,0.00565
mmp_syr2k_M_15,0.0019725
mmp_syr2k_M_16,0.0038915
mmp_syr2k_M_17,0.0037435
mmp_syr2k_M_18,0.006432
mmp_syr2k_M_19,0.005972
mmp_syr2k_M_20,0.004066
mmp_syr2k_M_21,0.003743
mmp_syr2k_M_22,0.009585
mmp_syr2k_M_23,0.0049745
mmp_syr2k_M_24,0.0042495
mmp_syr2k_M_25,0.0039795
mmp_syr2k_M_26,0.012443
mmp_syr2k_M_27,0.003508
mmp_syr2k_M_28,0.004331
mmp_syr2k_M_29,0.0076605
mmp_syr2k_M_30,0.0037875
mmp_syr2k_M_31,0.0040055
mmp_syr2k_M_32,0.003683
mmp_syr2k_M_33,0.0076315
mmp_syr2k_M_34,0.0036899999999999
mmp_syr2k_M_35,0.0038545
mmp_syr2k_M_36,0.004467
mmp_syr2k_M_37,0.0017725
mmp_syr2k_M_38,0.0043215
mmp_syr2k_M_39,0.003672
mmp_syr2k_M_40,0.0045315
mmp_syr2k_M_41,0.0036769999999999
mmp_syr2k_M_42,0.006735
mmp_syr2k_M_43,0.0041675
mmp_syr2k_M_44,0.003457
mmp_syr2k_M_45,0.0043675
mmp_syr2k_M_46,0.0038445
mmp_syr2k_M_47,0.0041565
mmp_syr2k_M_48,0.007345
mmp_syr2k_M_49,0.003887
mmp_syr2k_M_50,0.005922
mmp_syr2k_M_51,0.003614
mmp_syr2k_M_52,0.0042095
mmp_syr2k_M_53,0.0042924999999999
mmp_syr2k_M_54,0.009828
mmp_syr2k_M_55,0.0037365
mmp_syr2k_M_56,0.0064659999999999
mmp_syr2k_M_57,0.0038705
mmp_syr2k_M_58,0.0043295
mmp_syr2k_M_59,0.0065375
mmp_syr2k_M_60,0.0036284999999999
mmp_syr2k_M_61,0.003764
mmp_syr2k_M_62,0.0038615
mmp_syr2k_M_63,0.0038615
mmp_syr2k_M_64,0.00608
mmp_syr2k_M_65,0.002042
mmp_syr2k_M_66,0.004796
mmp_syr2k_M_67,0.0053435
mmp_syr2k_M_68,0.0015595
mmp_syr2k_M_69,0.003738
mmp_syr2k_M_70,0.004336
mmp_syr2k_M_71,0.004287
mmp_syr2k_M_72,0.002267
mmp_syr2k_M_73,0.004035
mmp_syr2k_M_74,0.005918
mmp_syr2k_M_75,0.004458
mmp_syr2k_M_76,0.0048055
mmp_syr2k_M_77,0.003716
mmp_syr2k_M_78,0.0053175
mmp_syr2k_M_79,0.0052835
mmp_syr2k_M_80,0.004705
mmp_syr2k_M_81,0.0040655
mmp_syr2k_M_82,0.001752
mmp_syr2k_M_83,0.0045889999999999
mmp_syr2k_M_84,0.0037965
mmp_syr2k_M_85,0.0037865
mmp_syr2k_M_86,0.007639
mmp_syr2k_M_87,0.0042474999999999
mmp_syr2k_M_88,0.003864
mmp_syr2k_M_89,0.0057655
mmp_syr2k_M_90,0.004028
mmp_syr2k_M_91,0.003717
mmp_syr2k_M_92,0.003741
mmp_syr2k_M_93,0.0133105
mmp_syr2k_M_94,0.004281
mmp_syr2k_M_95,0.0053615
mmp_syr2k_M_96,0.0021745
mmp_syr2k_M_97,0.0059725
mmp_syr2k_M_98,0.0045035
mmp_syr2k_M_99,0.0060155
mmp_syr2k_M_100,0.003783
mmp_syr2k_M_101,0.003939
mmp_syr2k_M_102,0.0019535
mmp_syr2k_M_103,0.003819
mmp_syr2k_M_104,0.005089
mmp_syr2k_M_105,0.0039195
mmp_syr2k_M_106,0.0079785
mmp_syr2k_M_107,0.0096755
mmp_syr2k_M_108,0.0042924999999999
mmp_syr2k_M_109,0.0022164999999999
mmp_syr2k_M_110,0.003901
mmp_syr2k_M_111,0.0057405
mmp_syr2k_M_112,0.004024
mmp_syr2k_M_113,0.0014025
mmp_syr2k_M_114,0.0042965
mmp_syr2k_M_115,0.004354
mmp_syr2k_M_116,0.003535
mmp_syr2k_M_117,0.0107949999999999
mmp_syr2k_M_118,0.006585
mmp_syr2k_M_119,0.003394
mmp_syr2k_M_120,0.004881
mmp_syr2k_M_121,0.003614
mmp_syr2k_M_122,0.0053974999999999
mmp_syr2k_M_123,0.0100845
mmp_syr2k_M_124,0.004089
mmp_syr2k_M_125,0.004104
mmp_syr2k_M_126,0.0050415
mmp_syr2k_M_127,0.003711
mmp_syr2k_M_128,0.005182
mmp_syr2k_M_129,0.004403
mmp_syr2k_M_130,0.005858
mmp_syr2k_M_131,0.0041225
mmp_syr2k_M_132,0.0048555
mmp_syr2k_M_133,0.0042474999999999
mmp_syr2k_M_134,0.0037489999999999
mmp_syr2k_M_135,0.00375
mmp_syr2k_M_136,0.0040895
mmp_syr2k_M_137,0.0066755
mmp_syr2k_M_138,0.0038965
mmp_syr2k_M_139,0.0040444999999999
mmp_syr2k_M_140,0.0037819999999999
mmp_syr2k_M_141,0.0053675
mmp_syr2k_M_142,0.0044085
mmp_syr2k_M_143,0.0035605
mmp_syr2k_M_144,0.0040125
mmp_syr2k_M_145,0.004514
mmp_syr2k_M_146,0.0062135
mmp_syr2k_M_147,0.0041135
mmp_syr2k_M_148,0.0014854999999999
mmp_syr2k_M_149,0.00514
mmp_syr2k_M_150,0.004266
mmp_syr2k_M_151,0.003882
mmp_syr2k_M_152,0.004482
mmp_syr2k_M_153,0.006061
mmp_syr2k_M_154,0.0038485
mmp_syr2k_M_155,0.0036195
mmp_syr2k_M_156,0.0066265
mmp_syr2k_M_157,0.006227
mmp_syr2k_M_158,0.0056105
mmp_syr2k_M_159,0.0051544999999999
